color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,category
Ellory Elkayem,181.0,99.0,11.0,762.0,Doug E. Doug,19000.0,17266505.0,Action|Comedy|Horror,Scarlett Johansson,Eight Legged Freaks ,43764,22554,Riley Smith,1.0,creature feature|human versus spider|spider|spider feature|woman sheriff,http://www.imdb.com/title/tt0271367/?ref_=fn_tt_tt_1,291.0,English,USA,PG-13,30000000.0,2002.0,953.0,5.4,2.35,0,Scarlett_Johansson|Doug_E._Doug|Riley_Smith|Ellory_Elkayem,38
Dennis Dugan,156.0,91.0,221.0,553.0,Adam Sandler,14000.0,74158157.0,Comedy,Al Pacino,Jack and Jill ,60370,27405,Tim Meadows,2.0,advertising|advertising executive|commercial|protective male|twins,http://www.imdb.com/title/tt0810913/?ref_=fn_tt_tt_1,264.0,English,USA,PG,79000000.0,2011.0,11000.0,3.4,1.85,0,Al_Pacino|Adam_Sandler|Tim_Meadows|Dennis_Dugan,49
Tom Dey,143.0,95.0,9.0,11000.0,Matthew McConaughey,14000.0,88658172.0,Comedy|Romance,Bradley Cooper,Failure to Launch ,58412,37967,Zooey Deschanel,2.0,friend|intervention|moving|secret|slacker,http://www.imdb.com/title/tt0427229/?ref_=fn_tt_tt_1,242.0,English,USA,PG-13,50000000.0,2006.0,11000.0,5.6,2.35,2000,Bradley_Cooper|Matthew_McConaughey|Zooey_Deschanel|Tom_Dey,25
Paul W.S. Anderson,239.0,96.0,545.0,974.0,Boris Kodjoe,14000.0,42345531.0,Action|Horror|Sci-Fi|Thriller,Milla Jovovich,Resident Evil: Retribution ,104831,17913,Bingbing Li,0.0,corporation|fight|rescue|umbrella|zombie,http://www.imdb.com/title/tt1855325/?ref_=fn_tt_tt_1,423.0,English,Germany,R,65000000.0,2012.0,1000.0,5.4,2.35,32000,Milla_Jovovich|Boris_Kodjoe|Bingbing_Li|Paul_W.S._Anderson,35
Jean-Pierre Jeunet,213.0,105.0,0.0,52.0,Dany Boon,1000.0,1260917.0,Action|Comedy|Crime,Omar Sy,Micmacs ,24657,1342,Andr?? Dussollier,4.0,bullet|contortionist|gag humor|human cannonball|revenge,http://www.imdb.com/title/tt1149361/?ref_=fn_tt_tt_1,71.0,French,France,R,27000000.0,2009.0,172.0,7.2,2.35,0,Omar_Sy|Dany_Boon|Andr??_Dussollier|Jean-Pierre_Jeunet,9
Gurinder Chadha,119.0,122.0,98.0,397.0,Martin Henderson,729.0,6601079.0,Comedy|Drama|Musical|Romance,Indira Varma,Bride & Prejudice ,17436,2321,Anupam Kher,1.0,bollywood|india|jane austen|london england|travel,http://www.imdb.com/title/tt0361411/?ref_=fn_tt_tt_1,276.0,English,UK,PG-13,7000000.0,2004.0,579.0,6.2,2.35,0,Indira_Varma|Martin_Henderson|Anupam_Kher|Gurinder_Chadha,17
Kar-Wai Wong,194.0,129.0,0.0,576.0,Tony Chiu Wai Leung,878.0,261481.0,Drama|Romance|Sci-Fi,Li Gong,2046 ,41496,2378,Maggie Cheung,0.0,number in title|train|woman slaps a man|woman slaps man|written by director,http://www.imdb.com/title/tt0212712/?ref_=fn_tt_tt_1,210.0,Cantonese,Hong Kong,R,12000000.0,2004.0,643.0,7.5,2.35,0,Li_Gong|Tony_Chiu_Wai_Leung|Maggie_Cheung|Kar-Wai_Wong,3
Ridley Scott,568.0,151.0,0.0,372.0,Donald Glover,13000.0,228430993.0,Adventure|Drama|Sci-Fi,Matt Damon,The Martian ,472488,14831,Benedict Wong,1.0,astronaut|international cooperation|left for dead|nasa|space habitat,http://www.imdb.com/title/tt3659388/?ref_=fn_tt_tt_1,1023.0,English,USA,PG-13,108000000.0,2015.0,801.0,8.1,2.35,153000,Matt_Damon|Donald_Glover|Benedict_Wong|Ridley_Scott,10
David S. Goyer,185.0,122.0,687.0,957.0,Natasha Lyonne,16000.0,52397389.0,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,Ryan Reynolds,Blade: Trinity ,132954,19764,John Michael Higgins,0.0,blade|blood|dracula|vampire hunter|vampire slayer,http://www.imdb.com/title/tt0359013/?ref_=fn_tt_tt_1,514.0,English,USA,R,65000000.0,2004.0,1000.0,5.9,2.35,0,Ryan_Reynolds|Natasha_Lyonne|John_Michael_Higgins|David_S._Goyer,35
Doug Liman,585.0,113.0,218.0,509.0,Lara Pulver,10000.0,100189501.0,Action|Adventure|Sci-Fi,Tom Cruise,Edge of Tomorrow ,431620,12652,Noah Taylor,1.0,alien|combat|dying repeatedly|end of the world|time loop,http://www.imdb.com/title/tt1631867/?ref_=fn_tt_tt_1,741.0,English,USA,PG-13,178000000.0,2014.0,854.0,7.9,2.35,77000,Tom_Cruise|Lara_Pulver|Noah_Taylor|Doug_Liman,32
Michael Bay,428.0,154.0,0.0,581.0,Lester Speight,894.0,352358779.0,Action|Adventure|Sci-Fi,Glenn Morshower,Transformers: Dark of the Moon ,326180,2593,Kevin Dunn,2.0,autobot|decepticon|job interview|moon|spacecraft,http://www.imdb.com/title/tt1399103/?ref_=fn_tt_tt_1,899.0,English,USA,PG-13,195000000.0,2011.0,829.0,6.3,2.35,46000,Glenn_Morshower|Lester_Speight|Kevin_Dunn|Michael_Bay,32
Jay Russell,79.0,95.0,13.0,430.0,Frankie Muniz,1000.0,34099640.0,Drama|Family|Sport,Clint Howard,My Dog Skip ,16651,2515,Cody Linley,0.0,1940s|dog|mississippi|puppy|veteran,http://www.imdb.com/title/tt0156812/?ref_=fn_tt_tt_1,149.0,English,USA,PG,5000000.0,2000.0,934.0,7.0,1.37,0,Clint_Howard|Frankie_Muniz|Cody_Linley|Jay_Russell,23
Renny Harlin,167.0,125.0,212.0,394.0,Alan Ford,613.0,41814863.0,Horror|Mystery|Thriller,James D'Arcy,Exorcist: The Beginning ,28635,1970,Izabella Scorupco,0.0,archeologist|church|excavation|faith|relic,http://www.imdb.com/title/tt0204313/?ref_=fn_tt_tt_1,308.0,English,USA,R,50000000.0,2004.0,422.0,5.1,2.0,893,James_D'Arcy|Alan_Ford|Izabella_Scorupco|Renny_Harlin,1
Robert Zemeckis,335.0,123.0,0.0,6.0,Soleyman Pierini,23000.0,10137502.0,Adventure|Biography|Drama|Thriller,Joseph Gordon-Levitt,The Walk ,77394,23031,Jade Kindar-Martin,0.0,1970s|based on true story|new york city|skyscraper|tightrope walker,http://www.imdb.com/title/tt3488710/?ref_=fn_tt_tt_1,195.0,English,USA,PG,35000000.0,2015.0,22.0,7.4,2.35,24000,Joseph_Gordon-Levitt|Soleyman_Pierini|Jade_Kindar-Martin|Robert_Zemeckis,29
Floria Sigismondi,259.0,106.0,50.0,741.0,Scout Taylor-Compton,17000.0,3571735.0,Biography|Drama|Music,Kristen Stewart,The Runaways ,39260,21711,Johnny Lewis,2.0,band|box office flop|critically bashed|historically inaccurate|revisionist history,http://www.imdb.com/title/tt1017451/?ref_=fn_tt_tt_1,129.0,English,USA,R,10000000.0,2010.0,908.0,6.6,2.35,0,Kristen_Stewart|Scout_Taylor-Compton|Johnny_Lewis|Floria_Sigismondi,29
Will Gluck,262.0,92.0,87.0,424.0,Dan Byrd,15000.0,58401464.0,Comedy|Romance,Emma Stone,Easy A ,276746,16982,Fred Armisen,1.0,gay|gay interest|high school|school|student,http://www.imdb.com/title/tt1282140/?ref_=fn_tt_tt_1,264.0,English,USA,PG-13,8000000.0,2010.0,1000.0,7.1,1.85,19000,Emma_Stone|Dan_Byrd|Fred_Armisen|Will_Gluck,8
Steven Brill,94.0,95.0,65.0,246.0,Scott Adsit,506.0,58156435.0,Adventure|Comedy|Mystery,Antony Starr,Without a Paddle ,37479,1266,Bonnie Somerville,3.0,death|friend|hijacker|river|tree house,http://www.imdb.com/title/tt0364751/?ref_=fn_tt_tt_1,152.0,English,USA,PG-13,19000000.0,2004.0,316.0,5.9,2.35,0,Antony_Starr|Scott_Adsit|Bonnie_Somerville|Steven_Brill,14
Jean-Marc Vall??e,471.0,117.0,212.0,896.0,Jennifer Garner,11000.0,27296514.0,Biography|Drama,Matthew McConaughey,Dallas Buyers Club ,326494,17738,Denis O'Hare,0.0,drugs|fda|gay community|hiv|homophobia,http://www.imdb.com/title/tt0790636/?ref_=fn_tt_tt_1,340.0,English,USA,R,5000000.0,2013.0,3000.0,8.0,2.35,65000,Matthew_McConaughey|Jennifer_Garner|Denis_O'Hare|Jean-Marc_Vall??e,25
Marc Levin,16.0,100.0,12.0,6.0,Saul Williams,245.0,982214.0,Drama,Sonja Sohn,Slam ,1976,295,Bonz Malone,0.0,gang|independent film|prison|racial slur|urban setting,http://www.imdb.com/title/tt0139615/?ref_=fn_tt_tt_1,51.0,English,USA,R,1000000.0,1998.0,38.0,7.2,1.85,603,Sonja_Sohn|Saul_Williams|Bonz_Malone|Marc_Levin,23
Donald Petrie,19.0,95.0,80.0,287.0,John Larroquette,3000.0,38087756.0,Comedy|Family,Macaulay Culkin,Ri??hie Ri??h ,49612,4634,Jonathan Hyde,1.0,attempted murder|based on comic book|escape from prison|lost at sea|wealth,http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1,39.0,English,USA,PG,40000000.0,1994.0,450.0,5.2,1.85,0,Macaulay_Culkin|John_Larroquette|Jonathan_Hyde|Donald_Petrie,14
Edgar Wright,427.0,109.0,1000.0,24.0,Thomas Law,177.0,26003149.0,Action|Comedy|Sci-Fi,Michael Smiley,The World's End ,185587,278,Jasper Levine,6.0,alcoholic|doppelganger|group therapy|self mutilation|twin actresses for twin sisters,http://www.imdb.com/title/tt1213663/?ref_=fn_tt_tt_1,401.0,English,UK,R,20000000.0,2013.0,55.0,7.0,2.35,49000,Michael_Smiley|Thomas_Law|Jasper_Levine|Edgar_Wright,32
Mike Judge,192.0,92.0,406.0,968.0,Mila Kunis,24000.0,10814185.0,Comedy|Crime|Romance,J.K. Simmons,Extract ,37530,41867,Clifton Collins Jr.,6.0,freak accident|gigolo|hit in the crotch|nosy neighbor|on the job injury,http://www.imdb.com/title/tt1225822/?ref_=fn_tt_tt_1,106.0,English,USA,R,8000000.0,2009.0,15000.0,6.2,1.85,0,J.K._Simmons|Mila_Kunis|Clifton_Collins_Jr.|Mike_Judge,8
Alexandre Aja,208.0,112.0,192.0,844.0,Cameron Boyce,1000.0,30691439.0,Horror|Mystery,Jason Flemyng,Mirrors ,86205,3185,Julian Glover,0.0,estranged wife|evil|fire|medication|mirror,http://www.imdb.com/title/tt0790686/?ref_=fn_tt_tt_1,232.0,English,USA,R,35000000.0,2008.0,915.0,6.2,2.35,5000,Jason_Flemyng|Cameron_Boyce|Julian_Glover|Alexandre_Aja,1
Guillaume Canet,91.0,144.0,0.0,745.0,Lili Taylor,15000.0,41229.0,Crime|Drama|Thriller,Mila Kunis,Blood Ties ,14612,18442,Billy Crudup,6.0,1970s|flashback|love|money|murder,http://www.imdb.com/title/tt1747958/?ref_=fn_tt_tt_1,41.0,English,France,R,25500000.0,2013.0,960.0,6.5,2.35,0,Mila_Kunis|Lili_Taylor|Billy_Crudup|Guillaume_Canet,34
Kevin Smith,164.0,102.0,0.0,769.0,Mike Starr,939.0,25266129.0,Comedy|Drama|Romance,Stephen Root,Jersey Girl ,54346,3592,George Carlin,5.0,baby|childbirth|death|karma|publicist,http://www.imdb.com/title/tt0300051/?ref_=fn_tt_tt_1,358.0,English,USA,PG-13,35000000.0,2004.0,854.0,6.2,2.35,0,Stephen_Root|Mike_Starr|George_Carlin|Kevin_Smith,17
Florian Henckel von Donnersmarck,215.0,137.0,207.0,155.0,Ulrich M??he,380.0,11284657.0,Drama|Thriller,Sebastian Koch,The Lives of Others ,259379,927,Martina Gedeck,3.0,east germany|police|secret police|stasi|writer,http://www.imdb.com/title/tt0405094/?ref_=fn_tt_tt_1,407.0,German,Germany,R,2000000.0,2006.0,284.0,8.5,2.35,39000,Sebastian_Koch|Ulrich_M??he|Martina_Gedeck|Florian_Henckel_von_Donnersmarck,23
Marc F. Adler,41.0,94.0,0.0,379.0,Anne Bancroft,795.0,511920.0,Adventure|Animation|Comedy|Fantasy|Romance,Eric Idle,Delgo ,2458,2449,Kelly Ripa,1.0,box office flop|computer animation|one word title|surrealism|villainess,http://www.imdb.com/title/tt0361500/?ref_=fn_tt_tt_1,26.0,English,USA,PG,40000000.0,2008.0,754.0,4.4,1.85,211,Eric_Idle|Anne_Bancroft|Kelly_Ripa|Marc_F._Adler,4
Les Mayfield,72.0,83.0,10.0,69.0,Susie Essman,688.0,8326035.0,Action|Comedy|Crime,Miguel Ferrer,The Man ,21933,1019,Gigi Rice,2.0,buddy comedy|criminal|gun smuggling|mistaken identity|salesman,http://www.imdb.com/title/tt0399327/?ref_=fn_tt_tt_1,76.0,English,Germany,PG-13,33000000.0,2005.0,99.0,5.5,1.85,676,Miguel_Ferrer|Susie_Essman|Gigi_Rice|Les_Mayfield,9
Jodie Foster,45.0,103.0,0.0,801.0,Holly Hunter,21000.0,17518220.0,Comedy|Drama|Romance,Robert Downey Jr.,Home for the Holidays ,9105,25263,Steve Guttenberg,1.0,dinner|gay interest|gay sibling|homosexual|thanksgiving,http://www.imdb.com/title/tt0113321/?ref_=fn_tt_tt_1,76.0,English,USA,PG-13,20000000.0,1995.0,1000.0,6.6,1.85,0,Robert_Downey_Jr.|Holly_Hunter|Steve_Guttenberg|Jodie_Foster,17
Peter Sollett,133.0,103.0,6.0,935.0,Josh Charles,7000.0,532988.0,Biography|Drama|Romance,Steve Carell,Freeheld ,5863,9660,Luke Grimes,0.0,cancer|gay bar|lesbian kiss|partner|public hearing,http://www.imdb.com/title/tt1658801/?ref_=fn_tt_tt_1,25.0,English,USA,PG-13,7000000.0,2015.0,1000.0,6.5,1.85,0,Steve_Carell|Josh_Charles|Luke_Grimes|Peter_Sollett,31
James Ivory,29.0,140.0,133.0,239.0,Denholm Elliott,443.0,3130592.0,Drama|Romance,Rupert Graves,Maurice ,10755,1269,Simon Callow,1.0,homosexuality|love|male full frontal nudity|male rear nudity|one word title,http://www.imdb.com/title/tt0093512/?ref_=fn_tt_tt_1,69.0,English,UK,R,2600000.0,1987.0,249.0,7.8,1.66,963,Rupert_Graves|Denholm_Elliott|Simon_Callow|James_Ivory,3
Allen Hughes,298.0,109.0,90.0,344.0,James Ransone,1000.0,19692608.0,Crime|Drama|Thriller,Alona Tal,Broken City ,63548,2073,Michael Beach,3.0,election|father son relationship|fellatio|gay slur|title spoken by character,http://www.imdb.com/title/tt1235522/?ref_=fn_tt_tt_1,134.0,English,USA,R,35000000.0,2013.0,412.0,6.2,2.35,0,Alona_Tal|James_Ransone|Michael_Beach|Allen_Hughes,34
Mark Helfrich,127.0,101.0,7.0,440.0,Dan Fogler,1000.0,35000629.0,Comedy|Romance,Dane Cook,Good Luck Chuck ,74622,2822,Chelan Simmons,1.0,breasts|leg spreading|mini skirt|sex|sex in bed,http://www.imdb.com/title/tt0452625/?ref_=fn_tt_tt_1,150.0,English,USA,R,25000000.0,2007.0,562.0,5.6,1.85,0,Dane_Cook|Dan_Fogler|Chelan_Simmons|Mark_Helfrich,8
Michael Bay,122.0,136.0,0.0,904.0,Michael Biehn,12000.0,134006721.0,Action|Adventure|Thriller,Nicolas Cage,The Rock ,259492,15999,Bokeem Woodbine,1.0,alcatraz|fbi|general|hostage|rocket,http://www.imdb.com/title/tt0117500/?ref_=fn_tt_tt_1,415.0,English,USA,R,75000000.0,1996.0,2000.0,7.4,2.35,51000,Nicolas_Cage|Michael_Biehn|Bokeem_Woodbine|Michael_Bay,16
Spike Lee,202.0,108.0,0.0,346.0,Rosario Dawson,22000.0,13060843.0,Drama,Philip Seymour Hoffman,25th Hour ,149528,26050,Aaron Stanford,0.0,bar|dream|drug dealing|nightclub|widower,http://www.imdb.com/title/tt0307901/?ref_=fn_tt_tt_1,454.0,English,USA,R,15000000.0,2002.0,3000.0,7.7,2.35,0,Philip_Seymour_Hoffman|Rosario_Dawson|Aaron_Stanford|Spike_Lee,23
Richard Curtis,218.0,129.0,628.0,548.0,Liam Neeson,14000.0,59365105.0,Comedy|Drama|Romance,Colin Firth,Love Actually ,318634,28886,Kris Marshall,9.0,aging rocker|christmas|love at first sight|minister|prime minister,http://www.imdb.com/title/tt0314331/?ref_=fn_tt_tt_1,1004.0,English,UK,R,45000000.0,2003.0,14000.0,7.7,2.35,52000,Colin_Firth|Liam_Neeson|Kris_Marshall|Richard_Curtis,47
Barry Sonnenfeld,96.0,105.0,188.0,482.0,Rene Russo,848.0,72077000.0,Comedy|Crime|Thriller,Delroy Lindo,Get Shorty ,62986,3439,Jon Gries,4.0,debt|loan shark|mobster|movie business|producer,http://www.imdb.com/title/tt0113161/?ref_=fn_tt_tt_1,150.0,English,USA,R,30250000.0,1995.0,808.0,6.9,1.85,0,Delroy_Lindo|Rene_Russo|Jon_Gries|Barry_Sonnenfeld,9
David Slade,293.0,124.0,171.0,10000.0,Kristen Stewart,21000.0,300523113.0,Adventure|Drama|Fantasy|Romance,Robert Pattinson,The Twilight Saga: Eclipse ,184637,52547,Anna Kendrick,3.0,friendship|graduation|revenge|vampire|werewolf,http://www.imdb.com/title/tt1325004/?ref_=fn_tt_tt_1,498.0,English,USA,PG-13,68000000.0,2010.0,17000.0,4.9,2.35,29000,Robert_Pattinson|Kristen_Stewart|Anna_Kendrick|David_Slade,3
Tyler Perry,24.0,100.0,0.0,400.0,Tika Sumpter,975.0,52528330.0,Comedy|Drama,Alicia Witt,A Madea Christmas ,4265,3202,Larry the Cable Guy,0.0,christmas|holiday|madea series|rural setting|stubbornness,http://www.imdb.com/title/tt2609758/?ref_=fn_tt_tt_1,27.0,English,USA,PG-13,25000000.0,2013.0,521.0,4.7,1.85,0,Alicia_Witt|Tika_Sumpter|Larry_the_Cable_Guy|Tyler_Perry,27
John Lasseter,191.0,82.0,487.0,967.0,John Ratzenberger,15000.0,245823397.0,Adventure|Animation|Comedy|Family|Fantasy,Tom Hanks,Toy Story 2 ,385871,21275,Wayne Knight,2.0,collector|dog|friend|rescue|toy,http://www.imdb.com/title/tt0120363/?ref_=fn_tt_tt_1,515.0,English,USA,G,90000000.0,1999.0,1000.0,7.9,1.85,0,Tom_Hanks|John_Ratzenberger|Wayne_Knight|John_Lasseter,19
Miguel Arteta,192.0,90.0,44.0,729.0,Ari Graynor,12000.0,15281286.0,Comedy|Drama|Romance,Steve Buscemi,Youth in Revolt ,64646,16004,Fred Willard,2.0,alter ego|boarding school|love|masturbation|teen movie,http://www.imdb.com/title/tt0403702/?ref_=fn_tt_tt_1,105.0,English,USA,R,18000000.0,2009.0,904.0,6.5,1.85,0,Steve_Buscemi|Ari_Graynor|Fred_Willard|Miguel_Arteta,33
Corey Yuen,110.0,87.0,23.0,748.0,Holly Valance,826.0,480314.0,Action|Adventure,Steve Howey,DOA: Dead or Alive ,38503,4473,Sarah Carter,4.0,female fighter|island|martial arts|parachute|tournament,http://www.imdb.com/title/tt0398913/?ref_=fn_tt_tt_1,180.0,English,USA,PG-13,21000000.0,2006.0,816.0,4.8,2.35,0,Steve_Howey|Holly_Valance|Sarah_Carter|Corey_Yuen,16
Luis Mandoki,85.0,131.0,43.0,362.0,John Savage,18000.0,52799004.0,Drama|Romance,Robin Wright,Message in a Bottle ,28942,19815,Raphael Sbarge,0.0,beach|bottle|jogging|letter|love,http://www.imdb.com/title/tt0139462/?ref_=fn_tt_tt_1,223.0,English,USA,PG-13,55000000.0,1999.0,652.0,6.1,2.35,0,Robin_Wright|John_Savage|Raphael_Sbarge|Luis_Mandoki,3
Marc Forster,134.0,129.0,395.0,313.0,Madeline Carroll,18000.0,537580.0,Action|Biography|Crime|Drama,Gerard Butler,Machine Gun Preacher ,52972,19620,Kathy Baker,1.0,africa|biker|church|orphanage|preacher,http://www.imdb.com/title/tt1586752/?ref_=fn_tt_tt_1,124.0,English,USA,R,30000000.0,2011.0,1000.0,6.8,2.35,21000,Gerard_Butler|Madeline_Carroll|Kathy_Baker|Marc_Forster,29
Jeff Tremaine,156.0,101.0,79.0,218.0,Steve-O,608.0,117224271.0,Action|Comedy|Documentary,Bam Margera,Jackass 3D ,47794,1787,Chris Pontius,1.0,full frontal male nudity|man wearing a jock strap|man wearing a thong|rear male nudity|stripped prison uniform,http://www.imdb.com/title/tt1116184/?ref_=fn_tt_tt_1,81.0,English,USA,R,20000000.0,2010.0,362.0,7.1,1.78,0,Bam_Margera|Steve-O|Chris_Pontius|Jeff_Tremaine,14
Oliver Stone,242.0,129.0,0.0,625.0,Jay Hernandez,12000.0,70236496.0,Drama|History|Thriller,Nicolas Cage,World Trade Center ,67395,14421,Armando Riesco,0.0,based on true story|police|rescue|rubble|trapped,http://www.imdb.com/title/tt0469641/?ref_=fn_tt_tt_1,564.0,English,USA,PG-13,63000000.0,2006.0,1000.0,6.0,1.85,0,Nicolas_Cage|Jay_Hernandez|Armando_Riesco|Oliver_Stone,23
Brian De Palma,33.0,91.0,0.0,298.0,Gabrielle Carteris,636.0,21370057.0,Crime|Drama|Thriller,Steven Bauer,Raising Cain ,9903,1852,Gregg Henry,0.0,hitchcockian|long tracking shot|psychologist|psychology|wig,http://www.imdb.com/title/tt0105217/?ref_=fn_tt_tt_1,80.0,English,USA,R,12000000.0,1992.0,330.0,6.0,1.85,541,Steven_Bauer|Gabrielle_Carteris|Gregg_Henry|Brian_De_Palma,34
Renny Harlin,156.0,99.0,212.0,182.0,Luke Newberry,576.0,18821279.0,Action|Adventure|Fantasy,Roxanne McKee,The Legend of Hercules ,44891,1520,Gaia Weiss,0.0,ancient greece|forbidden love|hercules|king|slavery,http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1,202.0,English,USA,PG-13,70000000.0,2014.0,358.0,4.2,2.35,12000,Roxanne_McKee|Luke_Newberry|Gaia_Weiss|Renny_Harlin,16
Duke Johnson,328.0,90.0,26.0,0.0,Tom Noonan,1000.0,3442820.0,Animation|Comedy|Drama|Romance,Jennifer Jason Leigh,Anomalisa ,31489,1442,David Thewlis,0.0,full frontal male nudity|hotel room|multiple characters voiced by same person|one night stand|sex in hotel room,http://www.imdb.com/title/tt2401878/?ref_=fn_tt_tt_1,140.0,English,USA,R,8000000.0,2015.0,442.0,7.3,2.35,0,Jennifer_Jason_Leigh|Tom_Noonan|David_Thewlis|Duke_Johnson,17
Andy Tennant,92.0,121.0,72.0,343.0,Dougray Scott,1000.0,65703412.0,Comedy|Drama|Romance,Anjelica Huston,Ever After: A Cinderella Story ,57958,2747,Jeanne Moreau,1.0,based on fairy tale|bechdel test passed|cinderella|fairy tale|leonardo da vinci,http://www.imdb.com/title/tt0120631/?ref_=fn_tt_tt_1,345.0,English,USA,PG-13,26000000.0,1998.0,794.0,7.0,2.35,0,Anjelica_Huston|Dougray_Scott|Jeanne_Moreau|Andy_Tennant,17
Pete Docter,408.0,96.0,0.0,262.0,Delroy Lindo,1000.0,292979556.0,Adventure|Animation|Comedy|Family,John Ratzenberger,Up ,665575,2635,Jess Harnell,1.0,balloon|house|promise|retirement|skeleton,http://www.imdb.com/title/tt1049413/?ref_=fn_tt_tt_1,704.0,English,USA,PG,175000000.0,2009.0,848.0,8.3,1.85,27000,John_Ratzenberger|Delroy_Lindo|Jess_Harnell|Pete_Docter,4
Mike Binder,154.0,124.0,57.0,905.0,Don Cheadle,11000.0,19661987.0,Drama,Adam Sandler,Reign Over Me ,83786,17050,John de Lancie,2.0,college|depression|grief|mental breakdown|post september 11 2001,http://www.imdb.com/title/tt0490204/?ref_=fn_tt_tt_1,231.0,English,USA,R,20000000.0,2007.0,3000.0,7.5,2.35,0,Adam_Sandler|Don_Cheadle|John_de_Lancie|Mike_Binder,40
Todd Phillips,334.0,108.0,480.0,706.0,Rob Riggle,14000.0,277313371.0,Comedy,Bradley Cooper,The Hangover ,583341,17623,Mike Epps,3.0,drunkenness|female nudity|hangover|hedonism|morning after,http://www.imdb.com/title/tt1119646/?ref_=fn_tt_tt_1,626.0,English,USA,R,35000000.0,2009.0,839.0,7.8,2.35,24000,Bradley_Cooper|Rob_Riggle|Mike_Epps|Todd_Phillips,14
John McTiernan,104.0,135.0,323.0,495.0,Jeffrey Jones,826.0,122012643.0,Action|Adventure|Thriller,Scott Glenn,The Hunt for Red October ,143696,2575,Courtney B. Vance,1.0,analyst|defection|navy|soviet submarine|submarine,http://www.imdb.com/title/tt0099810/?ref_=fn_tt_tt_1,241.0,English,USA,PG,30000000.0,1990.0,692.0,7.6,2.35,0,Scott_Glenn|Jeffrey_Jones|Courtney_B._Vance|John_McTiernan,16
Randal Kleiser,10.0,107.0,116.0,25.0,Klaus Maria Brandauer,327.0,34793160.0,Adventure|Drama,Seymour Cassel,White Fang ,15730,552,Susan Hogan,1.0,alaska|dog|friendship|gold|yukon,http://www.imdb.com/title/tt0103247/?ref_=fn_tt_tt_1,31.0,English,USA,PG,14000000.0,1991.0,172.0,6.7,1.85,0,Seymour_Cassel|Klaus_Maria_Brandauer|Susan_Hogan|Randal_Kleiser,23
J.A. Bayona,371.0,114.0,171.0,284.0,Geraldine Chaplin,6000.0,18996755.0,Drama|Thriller,Naomi Watts,The Impossible ,145270,7099,Oaklee Pendergast,0.0,christmas|resort|thailand|tourist|tsunami,http://www.imdb.com/title/tt1649419/?ref_=fn_tt_tt_1,322.0,English,Spain,PG-13,45000000.0,2012.0,382.0,7.6,2.35,54000,Naomi_Watts|Geraldine_Chaplin|Oaklee_Pendergast|J.A._Bayona,23
Jacques Perrin,113.0,104.0,63.0,7.0,Jacques Perrin,67.0,19406406.0,Documentary|Drama,Pedro Armend??riz Jr.,Oceans ,7630,152,Rie Miyazawa,0.0,damselfish|ocean habitat|ocean life|razorfish|spider crab,http://www.imdb.com/title/tt0765128/?ref_=fn_tt_tt_1,42.0,French,France,G,40000000.0,2009.0,63.0,7.8,2.35,0,Pedro_Armend??riz_Jr.|Jacques_Perrin|Rie_Miyazawa|Jacques_Perrin,23
Graham Annable,219.0,96.0,7.0,642.0,Dee Bradley Baker,874.0,50807639.0,Adventure|Animation|Comedy|Family|Fantasy,Isaac Hempstead Wright,The Boxtrolls ,40883,3151,Tracy Morgan,3.0,chase|puppet animation|red hat|stop motion animation|troll,http://www.imdb.com/title/tt0787474/?ref_=fn_tt_tt_1,122.0,English,USA,PG,60000000.0,2014.0,668.0,6.8,1.85,11000,Isaac_Hempstead_Wright|Dee_Bradley_Baker|Tracy_Morgan|Graham_Annable,4
Rob Marshall,223.0,113.0,252.0,90.0,Chita Rivera,539.0,170684505.0,Comedy|Crime|Musical,Colm Feore,Chicago ,172080,813,Jayne Eastwood,0.0,fame|jail|jazz age|murder|vaudeville,http://www.imdb.com/title/tt0299658/?ref_=fn_tt_tt_1,1017.0,English,USA,PG-13,45000000.0,2002.0,151.0,7.2,1.85,0,Colm_Feore|Chita_Rivera|Jayne_Eastwood|Rob_Marshall,14
Tony Gilroy,299.0,119.0,209.0,521.0,Denis O'Hare,1000.0,49024969.0,Crime|Drama|Mystery|Thriller,Tom Wilkinson,Michael Clayton ,133367,3284,Sydney Pollack,0.0,attorney|debt|fixer|law|law firm,http://www.imdb.com/title/tt0465538/?ref_=fn_tt_tt_1,363.0,English,USA,R,25000000.0,2007.0,896.0,7.3,2.35,0,Tom_Wilkinson|Denis_O'Hare|Sydney_Pollack|Tony_Gilroy,22
