,genres,plot_keywords,movie_title,actor_1_name,actor_2_name,actor_3_name,director_name,imdb_score,people,cat
659,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,2000s|coke|meeting future self|reference to spongebob squarepants|sony,Zathura: A Space Adventure ,Kristen Stewart,Josh Hutcherson,Jonah Bobo,Jon Favreau,6.1,Kristen_Stewart|Josh_Hutcherson|Jonah_Bobo|Jon_Favreau,48
660,Drama,anti establishment|dark humor|fighting|multiple personality disorder|surprise ending,Fight Club ,Brad Pitt,Meat Loaf,Eugenie Bondurant,David Fincher,8.8,Brad_Pitt|Meat_Loaf|Eugenie_Bondurant|David_Fincher,3
661,Drama|Sport,coach|football|football team|marshall university|university,We Are Marshall ,Matthew McConaughey,Kimberly Williams-Paisley,Brian Geraghty,McG,7.1,Matthew_McConaughey|Kimberly_Williams-Paisley|Brian_Geraghty|McG,3
662,Action|Adventure|Comedy,blackmail|burglar|critically bashed|leonardo da vinci|prison,Hudson Hawk ,Bruce Willis,James Coburn,Richard E. Grant,Michael Lehmann,5.7,Bruce_Willis|James_Coburn|Richard_E._Grant|Michael_Lehmann,23
663,Comedy|Crime,celebrity|lottery|murder|snowmobile|weatherman,Lucky Numbers ,Michael Rapaport,Michael Moore,Richard Schiff,Nora Ephron,5.0,Michael_Rapaport|Michael_Moore|Richard_Schiff|Nora_Ephron,47
664,Action|Fantasy|Sci-Fi|Thriller,army|creature|demon|frankenstein|gargoyle,"I, Frankenstein ",Caitlin Stasey,Kevin Grevioux,Miranda Otto,Stuart Beattie,5.1,Caitlin_Stasey|Kevin_Grevioux|Miranda_Otto|Stuart_Beattie,28
665,Crime|Drama,boy|character name in title|orphan|pickpocket|workhouse,Oliver Twist ,Ian McNeice,Barney Clark,Tony Noble,Roman Polanski,6.9,Ian_McNeice|Barney_Clark|Tony_Noble|Roman_Polanski,3
666,Action|Crime|Fantasy|Thriller,assassin|battle|heroine|martial arts|spin off,Elektra ,Jennifer Garner,Cary-Hiroyuki Tagawa,Goran Visnjic,Rob Bowman,4.8,Jennifer_Garner|Cary-Hiroyuki_Tagawa|Goran_Visnjic|Rob_Bowman,8
667,Action|Crime|Thriller,box office flop|female frontal nudity|female rear nudity|jackpot|rescue,Sin City: A Dame to Kill For ,Joseph Gordon-Levitt,Bruce Willis,Eva Green,Frank Miller,6.5,Joseph_Gordon-Levitt|Bruce_Willis|Eva_Green|Frank_Miller,40
668,Drama|Mystery|Romance,death|plane crash|police|police sergeant|politician,Random Hearts ,Harrison Ford,Kristin Scott Thomas,Bill Cobbs,Sydney Pollack,5.1,Harrison_Ford|Kristin_Scott_Thomas|Bill_Cobbs|Sydney_Pollack,19
669,Adventure|Biography|Drama|History|Sport|Thriller,blizzard|mount everest|mountain|mountain climbing|snow,Everest ,Michael Kelly,Martin Henderson,Tom Goodman-Hill,Baltasar Korm??kur,7.1,Michael_Kelly|Martin_Henderson|Tom_Goodman-Hill|Baltasar_Korm??kur,13
670,Crime|Drama|Fantasy,18th century|perfume|scent|sense of smell|smell,Perfume: The Story of a Murderer ,Michael Smiley,David Calder,Simon Chandler,Tom Tykwer,7.5,Michael_Smiley|David_Calder|Simon_Chandler|Tom_Tykwer,3
671,Action|Comedy|Crime,fem bot|prison|seductive fembot|spy|time travel,Austin Powers in Goldmember ,Verne Troyer,Josh Zuckerman,Robert Wagner,Jay Roach,6.2,Verne_Troyer|Josh_Zuckerman|Robert_Wagner|Jay_Roach,44
672,Action|Animation|Comedy|Family|Sci-Fi,betrayal|futuristic|gladiator|robot|scientist,Astro Boy ,Nicolas Cage,Charlize Theron,Dee Bradley Baker,David Bowers,6.3,Nicolas_Cage|Charlize_Theron|Dee_Bradley_Baker|David_Bowers,9
673,Adventure|Sci-Fi|Thriller,dinosaur|jurassic park|survival|theme park|tyrannosaurus rex,Jurassic Park ,Wayne Knight,Ariana Richards,Bob Peck,Steven Spielberg,8.1,Wayne_Knight|Ariana_Richards|Bob_Peck|Steven_Spielberg,21
674,Adventure|Biography|Crime|Drama|Western,historically inaccurate|name calling|penis slur|vomiting|wyatt earp,Wyatt Earp ,Dennis Quaid,Catherine O'Hara,Isabella Rossellini,Lawrence Kasdan,6.6,Dennis_Quaid|Catherine_O'Hara|Isabella_Rossellini|Lawrence_Kasdan,13
675,Action|Crime|Drama|Thriller,cia|colombia|colombian drug cartel|drugs|president,Clear and Present Danger ,Harrison Ford,Dean Jones,Raymond Cruz,Phillip Noyce,6.9,Harrison_Ford|Dean_Jones|Raymond_Cruz|Phillip_Noyce,6
676,Action|Adventure|Drama|History,child fugitive|final battle|martial art|silk road|sword,Dragon Blade ,Si Won Choi,Peng Lin,Sung-jun Yoo,Daniel Lee,6.1,Si_Won_Choi|Peng_Lin|Sung-jun_Yoo|Daniel_Lee,13
677,Comedy|Crime,diamond|infant|parody|spoof|sports violence,Littleman ,Chazz Palminteri,Brittany Daniel,John Witherspoon,Keenen Ivory Wayans,4.3,Chazz_Palminteri|Brittany_Daniel|John_Witherspoon|Keenen_Ivory_Wayans,47
678,Action|War,battle|historically inaccurate|submarine movie|u boat|world war two,U-571 ,Matthew McConaughey,Thomas Kretschmann,David Keith,Jonathan Mostow,6.6,Matthew_McConaughey|Thomas_Kretschmann|David_Keith|Jonathan_Mostow,35
679,Comedy|Drama|Romance,lobbyist|president|senator|state dinner|widower,The American President ,Shawna Waldron,Samantha Mathis,Wendie Malick,Rob Reiner,6.8,Shawna_Waldron|Samantha_Mathis|Wendie_Malick|Rob_Reiner,2
680,Comedy|Romance|Sport,bloopers during credits|bucket of popcorn|chastity belt|guru|toronto maple leafs,The Love Guru ,Justin Timberlake,Romany Malco,Verne Troyer,Marco Schnabel,3.8,Justin_Timberlake|Romany_Malco|Verne_Troyer|Marco_Schnabel,2
681,Action|Comedy|Crime|Thriller,casino|elvis impersonator|gun|heist|rascal,3000 Miles to Graceland ,Jon Lovitz,Bokeem Woodbine,Ice-T,Demian Lichtenstein,5.9,Jon_Lovitz|Bokeem_Woodbine|Ice-T|Demian_Lichtenstein,44
682,Crime|Drama|Mystery|Thriller|Western,blizzard|blood vomiting|bounty hunter|murder|shot in the crotch,The Hateful Eight ,Craig Stark,Jennifer Jason Leigh,Zo?? Bell,Quentin Tarantino,7.9,Craig_Stark|Jennifer_Jason_Leigh|Zo??_Bell|Quentin_Tarantino,29
683,Comedy|Sport,competition|fight|ice|jock strap|nintendo game boy advance,Blades of Glory ,Will Ferrell,Amy Poehler,Jon Heder,Josh Gordon,6.3,Will_Ferrell|Amy_Poehler|Jon_Heder|Josh_Gordon,41
684,Adventure|Animation|Comedy|Family|Fantasy,drummer|easter|easter bunny|piaggio vespa gtv 250|slacker,Hop ,Gary Cole,Elizabeth Perkins,Chelsea Handler,Tim Hill,5.5,Gary_Cole|Elizabeth_Perkins|Chelsea_Handler|Tim_Hill,20
685,Action|Drama|Fantasy|War,battle|epic|greece|spartan|warrior,300 ,Gerard Butler,Michael Fassbender,Vincent Regan,Zack Snyder,7.7,Gerard_Butler|Michael_Fassbender|Vincent_Regan|Zack_Snyder,35
686,Comedy|Romance,bare butt|defecation|father in law son in law relationship|nurse|sexual innuendo in title,Meet the Fockers ,Robert De Niro,Blythe Danner,Teri Polo,Jay Roach,6.3,Robert_De_Niro|Blythe_Danner|Teri_Polo|Jay_Roach,34
687,Comedy|Drama|Family,box office hit|dog|dog movie|florida|pet name in title,Marley & Me ,Eric Dane,Kathleen Turner,Haley Bennett,David Frankel,7.1,Eric_Dane|Kathleen_Turner|Haley_Bennett|David_Frankel,2
688,Crime|Drama|Fantasy|Mystery,1930s|death row inmate|healing|prison guard|southern u.s.,The Green Mile ,Tom Hanks,Jeffrey DeMunn,Michael Jeter,Frank Darabont,8.5,Tom_Hanks|Jeffrey_DeMunn|Michael_Jeter|Frank_Darabont,32
689,Action|Adventure|Comedy,biker gang|friend|motorcycle|new mexico|road trip,Wild Hogs ,Jill Hennessy,Tichina Arnold,Drew Sidora,Walt Becker,5.9,Jill_Hennessy|Tichina_Arnold|Drew_Sidora|Walt_Becker,23
690,Adventure|Animation|Comedy|Family|Sci-Fi,alien invasion|chicken|fish|friend|panic,Chicken Little ,Catherine O'Hara,Fred Willard,Amy Sedaris,Mark Dindal,5.8,Catherine_O'Hara|Fred_Willard|Amy_Sedaris|Mark_Dindal,20
691,Crime|Drama|Mystery|Thriller,based on novel|disappearance|missing person|missing wife|murder suspect,Gone Girl ,Patrick Fugit,Sela Ward,Emily Ratajkowski,David Fincher,8.1,Patrick_Fugit|Sela_Ward|Emily_Ratajkowski|David_Fincher,29
692,Action|Mystery|Thriller,amnesia|assassin|money|political thriller|three word title,The Bourne Identity ,Matt Damon,Josh Hamilton,Nicky Naud??,Doug Liman,7.9,Matt_Damon|Josh_Hamilton|Nicky_Naud??|Doug_Liman,12
693,Action|Adventure|Thriller,agent|cossack|official james bond series|russia|russian,GoldenEye ,Izabella Scorupco,Joe Don Baker,Tch??ky Karyo,Martin Campbell,7.2,Izabella_Scorupco|Joe_Don_Baker|Tch??ky_Karyo|Martin_Campbell,21
694,Drama|Mystery|Thriller,army cid|cover up|military|murder|woman in military,The General's Daughter ,Daniel von Bargen,Timothy Hutton,Clarence Williams III,Simon West,6.3,Daniel_von_Bargen|Timothy_Hutton|Clarence_Williams_III|Simon_West,31
695,Comedy|Drama|Sci-Fi,controlled environment|fictional reality show|hidden camera|innocence lost|simulated reality,The Truman Show ,Natascha McElhone,Noah Emmerich,Peter Krause,Peter Weir,8.1,Natascha_McElhone|Noah_Emmerich|Peter_Krause|Peter_Weir,2
696,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,ancient egypt|hebrew|nudity|pharaoh|title directed by female,The Prince of Egypt ,Martin Short,Aria Noelle Curzon,Eden Riegel,Brenda Chapman,7.0,Martin_Short|Aria_Noelle_Curzon|Eden_Riegel|Brenda_Chapman,16
697,Comedy|Family,bloopers during credits|breakfast cereal|department store ride|face painting|sponge bob square pants slippers,Daddy Day Care ,Anjelica Huston,Lisa Edelstein,Jeff Garlin,Steve Carr,5.5,Anjelica_Huston|Lisa_Edelstein|Jeff_Garlin|Steve_Carr,17
698,Action|Comedy|Crime|Drama|Thriller,close up of breasts|female nudity|fugitive|money|undercover,2 Guns ,Denzel Washington,Patrick Fischler,Fred Ward,Baltasar Korm??kur,6.7,Denzel_Washington|Patrick_Fischler|Fred_Ward|Baltasar_Korm??kur,6
699,Action|Comedy|Family|Fantasy,cartoon on tv|cat|dog|scientist|secret agent,Cats & Dogs ,Carol Ann Susi,Elizabeth Perkins,Miriam Margolyes,Lawrence Guterman,5.2,Carol_Ann_Susi|Elizabeth_Perkins|Miriam_Margolyes|Lawrence_Guterman,7
700,Action|Crime|Thriller,gold|heist|revenge|traffic jam|venice italy,The Italian Job ,Jason Statham,Charlize Theron,Jimmy Shubert,F. Gary Gray,7.0,Jason_Statham|Charlize_Theron|Jimmy_Shubert|F._Gary_Gray,8
701,Comedy|Romance,developer|divorce|lawyer|love|new york city,Two Weeks Notice ,Dorian Missick,Alicia Witt,Dana Ivey,Marc Lawrence,6.1,Dorian_Missick|Alicia_Witt|Dana_Ivey|Marc_Lawrence,0
702,Adventure|Animation|Comedy|Family,ant|friend|princess|soldier|worker,Antz ,Sylvester Stallone,Woody Allen,Anne Bancroft,Eric Darnell,6.6,Sylvester_Stallone|Woody_Allen|Anne_Bancroft|Eric_Darnell,5
703,Comedy,couple|island|marriage|tropical|voyeurism,Couples Retreat ,Jon Favreau,Kristin Davis,Tasha Smith,Peter Billingsley,5.5,Jon_Favreau|Kristin_Davis|Tasha_Smith|Peter_Billingsley,17
704,Action|Drama|Sport,driver|hot shot|racing|stock car driver|team,Days of Thunder ,Tom Cruise,Robert Duvall,Randy Quaid,Tony Scott,5.9,Tom_Cruise|Robert_Duvall|Randy_Quaid|Tony_Scott,3
705,Adventure|Comedy|Family,children|competition|rival|second part|vacation,Cheaper by the Dozen 2 ,Taylor Lautner,Tom Welling,Alyson Stoner,Adam Shankman,5.4,Taylor_Lautner|Tom_Welling|Alyson_Stoner|Adam_Shankman,20
706,Action|Sci-Fi|Thriller,desert|disease|escape|resistance|virus,The Scorch Trials ,Ki Hong Lee,Lili Taylor,Rosa Salazar,Wes Ball,6.4,Ki_Hong_Lee|Lili_Taylor|Rosa_Salazar|Wes_Ball,28
707,Drama|Romance,divorce|emotional balance|female protagonist|indonesia|inner peace,Eat Pray Love ,James Franco,Julia Roberts,Billy Crudup,Ryan Murphy,5.7,James_Franco|Julia_Roberts|Billy_Crudup|Ryan_Murphy,43
708,Comedy|Drama|Fantasy|Romance,bowling|christmas|parallel universe|salesman|unfaithfulness,The Family Man ,Nicolas Cage,Don Cheadle,Amber Valletta,Brett Ratner,6.7,Nicolas_Cage|Don_Cheadle|Amber_Valletta|Brett_Ratner,9
709,Action|Comedy|Crime|Thriller,cia|female assassin|interrogation|office cubicle|spy,RED ,Bruce Willis,Morgan Freeman,Jaqueline Fleming,Robert Schwentke,7.1,Bruce_Willis|Morgan_Freeman|Jaqueline_Fleming|Robert_Schwentke,24
710,Drama|Sport,breasts|coach|football|in medias res|vomiting,Any Given Sunday ,Al Pacino,Dennis Quaid,LL Cool J,Oliver Stone,6.8,Al_Pacino|Dennis_Quaid|LL_Cool_J|Oliver_Stone,33
711,Drama|Romance|Western,grace|groom|horse|montana|western u.s.,The Horse Whisperer ,Scarlett Johansson,Kristin Scott Thomas,Jessalyn Gilsig,Robert Redford,6.5,Scarlett_Johansson|Kristin_Scott_Thomas|Jessalyn_Gilsig|Robert_Redford,19
712,Crime|Drama|Thriller,city by night|contract killer|driving at night|los angeles california|taxi,Collateral ,Tom Cruise,Jada Pinkett Smith,Debi Mazar,Michael Mann,7.6,Tom_Cruise|Jada_Pinkett_Smith|Debi_Mazar|Michael_Mann,29
713,Action|Adventure|Fantasy|Thriller,desert|king|showdown|sorceress|warrior,The Scorpion King ,Dwayne Johnson,Roger Rees,Bernard Hill,Chuck Russell,5.5,Dwayne_Johnson|Roger_Rees|Bernard_Hill|Chuck_Russell,23
714,Action|Drama|Thriller,death of husband|fire|firefighter|funeral|main character dies,Ladder 49 ,Billy Burke,Jay Hernandez,Jacinda Barrett,Jay Russell,6.5,Billy_Burke|Jay_Hernandez|Jacinda_Barrett|Jay_Russell,6
715,Action|Crime|Mystery|Thriller,coma|mysterious villain|police chase|shooting range|sniper,Jack Reacher ,Tom Cruise,Robert Duvall,David Oyelowo,Christopher McQuarrie,7.0,Tom_Cruise|Robert_Duvall|David_Oyelowo|Christopher_McQuarrie,8
716,Action|Sci-Fi|Thriller,alzheimer's disease|experiment|human versus shark|research|underwater headquarters,Deep Blue Sea ,LL Cool J,Michael Rapaport,Saffron Burrows,Renny Harlin,5.8,LL_Cool_J|Michael_Rapaport|Saffron_Burrows|Renny_Harlin,28
717,Documentary|Music,2000s|box office hit|comeback|rehearsal|year 2009,This Is It ,Misha Gabriel Hamilton,Mekia Cox,Judith Hill,Kenny Ortega,7.3,Misha_Gabriel_Hamilton|Mekia_Cox|Judith_Hill|Kenny_Ortega,22
718,Drama|Thriller,contagion|cure|infection|panic|virus,Contagion ,Matt Damon,Monique Gabriela Curnen,Griffin Kane,Steven Soderbergh,6.6,Matt_Damon|Monique_Gabriela_Curnen|Griffin_Kane|Steven_Soderbergh,12
719,Action|Adventure|Comedy|Crime,australia|body paint|kangaroo|mob|money,Kangaroo Jack ,Estella Warren,Dyan Cannon,Bill Hunter,David McNally,4.4,Estella_Warren|Dyan_Cannon|Bill_Hunter|David_McNally,44
720,Animation|Family|Fantasy,dream|new home|parallel worlds|scissors|secret door,Coraline ,Jennifer Saunders,Dawn French,John Hodgman,Henry Selick,7.7,Jennifer_Saunders|Dawn_French|John_Hodgman|Henry_Selick,16
721,Sci-Fi|Thriller,bee|nature|park|school|teacher,The Happening ,Zooey Deschanel,Alan Ruck,Kristen Connolly,M. Night Shyamalan,5.0,Zooey_Deschanel|Alan_Ruck|Kristen_Connolly|M._Night_Shyamalan,28
722,Action|Crime|Drama|Thriller,bodyguard|journalist|kidnapping|mexico|police corruption,Man on Fire ,Denzel Washington,Radha Mitchell,Giancarlo Giannini,Tony Scott,7.7,Denzel_Washington|Radha_Mitchell|Giancarlo_Giannini|Tony_Scott,6
723,Comedy|Family|Fantasy,animal as human|dog movie|elevator|human becoming an animal|sheepdog,The Shaggy Dog ,Robert Downey Jr.,Joel David Moore,Kristin Davis,Brian Robbins,4.4,Robert_Downey_Jr.|Joel_David_Moore|Kristin_Davis|Brian_Robbins,27
724,Comedy|Crime,cocaine|cop|criminal|partner|police,Starsky & Hutch ,Snoop Dogg,Carmen Electra,Fred Williamson,Todd Phillips,6.1,Snoop_Dogg|Carmen_Electra|Fred_Williamson|Todd_Phillips,47
725,Comedy|Family,action figure|christmas|hero|karate|toy,Jingle All the Way ,Jim Belushi,Harvey Korman,Jake Lloyd,Brian Levant,5.4,Jim_Belushi|Harvey_Korman|Jake_Lloyd|Brian_Levant,17
726,Action|Fantasy|Horror|Sci-Fi,assassin|demon|hero|nazi|superhero,Hellboy ,James Babson,Rupert Evans,Brian Steele,Guillermo del Toro,6.8,James_Babson|Rupert_Evans|Brian_Steele|Guillermo_del_Toro,28
727,Drama,1980s|law firm|lawsuit|lawyer|toxic waste,A Civil Action ,Robert Duvall,Kathleen Quinlan,Sydney Pollack,Steven Zaillian,6.5,Robert_Duvall|Kathleen_Quinlan|Sydney_Pollack|Steven_Zaillian,3
728,Adventure|Animation|Comedy|Family|Fantasy,curse|ghost|outcast|witch|zombie,ParaNorman ,Anna Kendrick,Kodi Smit-McPhee,Elaine Stritch,Chris Butler,7.0,Anna_Kendrick|Kodi_Smit-McPhee|Elaine_Stritch|Chris_Butler,20
729,Action|Adventure|Crime|Thriller,assassin|fbi|ira|jackal|russian,The Jackal ,J.K. Simmons,Bruce Willis,Sophie Okonedo,Michael Caton-Jones,6.3,J.K._Simmons|Bruce_Willis|Sophie_Okonedo|Michael_Caton-Jones,21
730,Action|Mystery|Sci-Fi|Thriller,anti hero|babe scientist|engineer|memory|money,Paycheck ,Ivana Milicevic,Joe Morton,Callum Rennie,John Woo,6.3,Ivana_Milicevic|Joe_Morton|Callum_Rennie|John_Woo,28
731,Drama|Romance,journalism|news anchor|newscast|newscaster|tv journalism,Up Close & Personal ,Joe Mantegna,Stockard Channing,Raymond Cruz,Jon Avnet,6.1,Joe_Mantegna|Stockard_Channing|Raymond_Cruz|Jon_Avnet,19
732,Adventure|Animation|Comedy|Family|Fantasy,book|darkness|dungeon|princess|rat,The Tale of Despereaux ,Emma Watson,Matthew Broderick,Frank Langella,Sam Fell,6.1,Emma_Watson|Matthew_Broderick|Frank_Langella|Sam_Fell,20
733,Action|Comedy|Sci-Fi,chauffeur|hospital|secret agent|spying|tuxedo,The Tuxedo ,Romany Malco,Debi Mazar,Ritchie Coster,Kevin Donovan,5.3,Romany_Malco|Debi_Mazar|Ritchie_Coster|Kevin_Donovan,4
734,Action|Thriller,colorado|niece|satellite|terrorist|train,Under Siege 2: Dark Territory ,Peter Greene,Brenda Bakke,Patrick Kilpatrick,Geoff Murphy,5.4,Peter_Greene|Brenda_Bakke|Patrick_Kilpatrick|Geoff_Murphy,21
735,Action|Drama|Thriller,covert analyst|marine|russian|spy|stock market,Jack Ryan: Shadow Recruit ,Colm Feore,Nonso Anozie,Gemma Chan,Kenneth Branagh,6.2,Colm_Feore|Nonso_Anozie|Gemma_Chan|Kenneth_Branagh,6
736,Biography|Comedy|Drama,based on real person|female inventor|mop|sales pitch|woman holding a shotgun,Joy ,Jennifer Lawrence,Robert De Niro,Bradley Cooper,David O. Russell,6.6,Jennifer_Lawrence|Robert_De_Niro|Bradley_Cooper|David_O._Russell,42
737,Action|Crime|Drama|Thriller,british|funeral|good versus evil|mole|sequel,London Has Fallen ,Gerard Butler,Radha Mitchell,Julian Kostov,Babak Najafi,5.9,Gerard_Butler|Radha_Mitchell|Julian_Kostov|Babak_Najafi,6
738,Action|Horror|Sci-Fi,alien|blood|breeding|clone|scientist,Alien: Resurrection ,Gary Dourdan,Michael Wincott,Raymond Cruz,Jean-Pierre Jeunet,6.3,Gary_Dourdan|Michael_Wincott|Raymond_Cruz|Jean-Pierre_Jeunet,28
739,Action|Crime|Drama|Mystery|Thriller,colonel|ethiopia|marksman|on the run|rangefinder,Shooter ,Tate Donovan,Ned Beatty,Louis Ferreira,Antoine Fuqua,7.2,Tate_Donovan|Ned_Beatty|Louis_Ferreira|Antoine_Fuqua,6
740,Adventure|Animation|Comedy|Family|Fantasy,chase|puppet animation|red hat|stop motion animation|troll,The Boxtrolls ,Isaac Hempstead Wright,Dee Bradley Baker,Tracy Morgan,Graham Annable,6.8,Isaac_Hempstead_Wright|Dee_Bradley_Baker|Tracy_Morgan|Graham_Annable,20
741,Comedy|Drama|Fantasy|Romance,curse|death|island|love|magic,Practical Magic ,Goran Visnjic,Dianne Wiest,Stockard Channing,Griffin Dunne,6.1,Goran_Visnjic|Dianne_Wiest|Stockard_Channing|Griffin_Dunne,0
742,Action|Adventure|Animation|Comedy|Family|Fantasy,based on toy|dual personality|evil businessman|good cop bad cop|lego,The Lego Movie ,Morgan Freeman,Will Ferrell,Alison Brie,Phil Lord,7.8,Morgan_Freeman|Will_Ferrell|Alison_Brie|Phil_Lord,38
743,Action|Comedy|Crime,bodyguard|fbi|fbi agent|female protagonist|undercover,Miss Congeniality 2: Armed and Fabulous ,Eileen Brennan,Diedrich Bader,Treat Williams,John Pasquin,5.0,Eileen_Brennan|Diedrich_Bader|Treat_Williams|John_Pasquin,44
744,Action|Adventure|Fantasy|Sci-Fi|Thriller,castle|dragon|fire breathing dragon|militia|survival,Reign of Fire ,Christian Bale,Gerard Butler,Matthew McConaughey,Rob Bowman,6.2,Christian_Bale|Gerard_Butler|Matthew_McConaughey|Rob_Bowman,21
745,Action|Crime|Drama|Thriller,good versus evil|machine gun|mobster|police vigilantism|year 1949,Gangster Squad ,Ryan Gosling,Brandon Molale,Wade Williams,Ruben Fleischer,6.7,Ryan_Gosling|Brandon_Molale|Wade_Williams|Ruben_Fleischer,6
746,Adventure|Comedy,abraham|hunter|princess|sodom|tribe,Year One ,Olivia Wilde,Oliver Platt,Xander Berkeley,Harold Ramis,4.9,Olivia_Wilde|Oliver_Platt|Xander_Berkeley|Harold_Ramis,17
747,Biography|Drama|History|Sport,apartheid|nation|nelson mandela|president|rugby,Invictus ,Matt Damon,Morgan Freeman,Leleti Khumalo,Clint Eastwood,7.4,Matt_Damon|Morgan_Freeman|Leleti_Khumalo|Clint_Eastwood,15
748,Crime|Drama|Mystery|Thriller,congressman|conspiracy|newspaper|political conspiracy|subway,State of Play ,Robin Wright,Harry Lennix,Michael Weston,Kevin Macdonald,7.1,Robin_Wright|Harry_Lennix|Michael_Weston|Kevin_Macdonald,29
749,Comedy|Crime|Romance|Thriller,ceo|dubai|product|rivalry|spy,Duplicity ,Julia Roberts,Tom Wilkinson,Denis O'Hare,Tony Gilroy,6.2,Julia_Roberts|Tom_Wilkinson|Denis_O'Hare|Tony_Gilroy,43
750,Comedy|Family|Sci-Fi,alien|hidden camera|martian|reporter|spaceship,My Favorite Martian ,Steven Anthony Lawrence,Ray Walston,Michael Lerner,Donald Petrie,4.9,Steven_Anthony_Lawrence|Ray_Walston|Michael_Lerner|Donald_Petrie,17
751,Action|Crime|Thriller,first lady|framed|investigation|president|secret service,The Sentinel ,Blair Brown,David Rasche,Martin Donovan,Clark Johnson,6.1,Blair_Brown|David_Rasche|Martin_Donovan|Clark_Johnson,8
752,Adventure|Animation|Comedy|Family|Sci-Fi,alien|alien planet|astronaut|planet|teenager,Planet 51 ,Dwayne Johnson,Gary Oldman,James Corden,Jorge Blanco,6.1,Dwayne_Johnson|Gary_Oldman|James_Corden|Jorge_Blanco,20
753,Action|Adventure|Sci-Fi|Thriller,earth|federation|romulan|slave|space,Star Trek: Nemesis ,Tom Hardy,LeVar Burton,Jonathan Frakes,Stuart Baird,6.4,Tom_Hardy|LeVar_Burton|Jonathan_Frakes|Stuart_Baird,21
754,Comedy|Crime|Romance,attorney|divorce|marriage|real estate|screwball comedy,Intolerable Cruelty ,Cedric the Entertainer,Paul Adelstein,Julia Duffy,Joel Coen,6.3,Cedric_the_Entertainer|Paul_Adelstein|Julia_Duffy|Joel_Coen,47
755,Drama|Sport,aging|baseball|baseball scout|north carolina|pitcher,Trouble with the Curve ,Clint Eastwood,Ed Lauter,Bob Gunton,Robert Lorenz,6.8,Clint_Eastwood|Ed_Lauter|Bob_Gunton|Robert_Lorenz,15
756,Crime|Drama|Mystery|Thriller,activist|detective|father daughter relationship|investigation|vigilantism,Edge of Darkness ,Bojana Novakovic,Ray Winstone,Denis O'Hare,Martin Campbell,6.6,Bojana_Novakovic|Ray_Winstone|Denis_O'Hare|Martin_Campbell,29
